device_id,session_id,timestamp,ear,yaw,pitch,blink_rate,risk_score,state,id
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:30.864727,0,0,0,0,0,NO FACE,1
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:31.906338,0.35858049142539905,0.5416617382890528,163.32186607232026,0,0,ATTENTIVE,2
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:32.910386,0.36210777175155096,-10.913992614751658,168.00728125629516,0,0.4,DISTRACTED,3
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:33.936695,0.31281324854688286,-11.567439990878404,173.14111166378737,0,0.4,DISTRACTED,4
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:34.961221,0.13284466832530262,-6.838426559403123,171.99114538729634,0,1,DISTRACTED,5
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:35.964262,0.31248155169789193,-10.018813229316946,172.45430742023825,1,0.4,DISTRACTED,6
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:36.970719,0.3025008699252198,-14.655426664899876,173.86121666786863,1,0.4,DISTRACTED,7
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:37.974351,0.3207121245335609,-17.6272140780473,174.57027871840037,1,0.4,DISTRACTED,8
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:39.000210,0.3449440711199936,-25.59581370825234,171.98075729557902,1,0.4,DISTRACTED,9
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:40.018428,0.30261261317258137,-9.926392269261804,172.7169449304508,1,0.4,DISTRACTED,10
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:41.041469,0.29264917813361113,-4.569349347653081,174.61913914103053,1,0.4,DISTRACTED,11
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:42.066793,0.299904371550222,-14.118618953372597,174.74423705291096,1,0.4,DISTRACTED,12
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:43.090834,0.27473226928547384,-10.352791391873662,173.09549798620472,1,0.4,DISTRACTED,13
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:44.117174,0.2707077614302241,-8.36542618204363,173.84075947940622,1,0.4,DISTRACTED,14
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:45.141058,0.27603327362805447,-8.565177797026134,174.39360799884628,1,0.4,DISTRACTED,15
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:46.201330,0.27933502187630227,-9.617901188603843,174.83625310931666,1,0.4,DISTRACTED,16
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:47.227418,0.2762099291643785,-9.599980151519519,174.26911086772267,1,0.4,DISTRACTED,17
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:48.264328,0.2559254802941491,-11.239415587848159,173.94860510402302,1,0.4,DISTRACTED,18
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:49.288952,0.2655047633763998,-13.80072395838177,174.05164361032843,1,0.4,DISTRACTED,19
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:50.357564,0.2550948449279953,-15.631544998724346,174.1312184477023,1,0.4,DISTRACTED,20
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:51.372706,0.2581167500603685,-17.131810983482506,172.89259014131397,1,0.4,DISTRACTED,21
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:52.393271,0.25585434136709684,-18.062999336779768,173.51462499672795,1,0.4,DISTRACTED,22
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:53.458006,0.25331502808510264,-13.280967730267445,172.13686565305852,1,0.4,DISTRACTED,23
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:54.472104,0.27232010744018353,-9.741830196787273,169.3566678562632,1,0.4,DISTRACTED,24
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:55.496824,0.2970883926055986,-8.388162530732064,172.74435382042313,1,0.4,DISTRACTED,25
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:56.523128,0.05959930764728457,-12.937946439145135,171.18483866002924,1,0.4,DISTRACTED,26
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:57.548580,0.3166020684495815,-10.043081218815756,174.66692637246166,2,0.4,DISTRACTED,27
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:58.573175,0.3032665845134051,-19.32979774898761,172.06535937997475,2,0.4,DISTRACTED,28
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:51:59.583582,0.2938618624117384,-5.821742217148836,172.88952905685343,2,0.4,DISTRACTED,29
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:00.594278,0.2832525580576558,-7.17521098270328,173.53003629410327,2,0.4,DISTRACTED,30
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:01.614428,0.2833771216704668,-13.104771924310661,177.35840345384932,2,0.4,DISTRACTED,31
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:02.644004,0.27989991011362814,-12.716672913516273,176.9122581743127,2,0.4,DISTRACTED,32
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:03.661622,0.28481106406163526,-13.069171803373123,174.5098847421641,2,0.4,DISTRACTED,33
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:04.686731,0.2729049395687977,-10.881156148789948,177.09478122476443,2,0.4,DISTRACTED,34
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:05.712057,0.2878471112282301,-12.373193766195197,176.570851572595,2,0.4,DISTRACTED,35
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:06.735997,0.28351648591059475,-13.727855421448298,177.77633145625637,2,0.4,DISTRACTED,36
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:07.763396,0.2870043977812809,-12.556935268779386,177.05815673829017,2,0.4,DISTRACTED,37
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:08.789250,0.288136310964556,-12.994898391378445,177.3693610853607,2,0.4,DISTRACTED,38
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:09.812762,0.28312331159187965,-11.153401697367423,173.24306750638772,2,0.4,DISTRACTED,39
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:10.838396,0.28102983179509256,-5.290784775226939,172.24633144001015,2,0.4,DISTRACTED,40
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:11.898334,0.2817260922772198,-3.496142161302256,172.54172515253214,2,0.4,DISTRACTED,41
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:12.924409,0.2664194674398492,-4.137058727708937,172.14962837933905,2,0.4,DISTRACTED,42
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:13.957613,0.268999157779362,4.052997179016279,172.00728159360824,2,0.4,DISTRACTED,43
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:15.017001,0.2632431026393175,1.7408873582757136,171.08000374258856,2,0.4,DISTRACTED,44
vehicle_001,0cb2e1b2-c2b7-42e7-9635-fe918600de7f,2026-02-21T03:52:16.039560,0.2660000165813759,3.676786112888547,170.45078178851801,2,0.4,DISTRACTED,45
